prefName,tradeNames,drugType,label,targetName,approvedSymbol,targetClass,mechanismOfAction
TERBUTALINE SULFATE,"['Brethaire' 'Brethine' 'Bricanyl' 'Bricanyl sa' 'Monovent' 'Monovent sa'
 'Terbasmin' 'Terbutaline sulfate']",Small molecule,"asthma, bronchitis",Beta-2 adrenergic receptor,ADRB2,Membrane receptor,Beta-2 adrenergic receptor agonist
TERFENADINE,"['Antihistamine' 'Histafen' 'Histafen 120' 'Seldane' 'Terfenor'
 'Terfenor fte' 'Terfex' 'Terfinax 120' 'Terfinax 60' 'Triludan'
 'Triludan fte']",Small molecule,allergic disease,Histamine H1 receptor,HRH1,Membrane receptor,Histamine H1 receptor antagonist
TERIFLUNOMIDE,['Aubagio' 'Teriflunomide accord' 'Teriflunomide mylan'],Small molecule,"multiple sclerosis, relapsing-remitting multiple sclerosis","Dihydroorotate dehydrogenase (quinone), mitochondrial",DHODH,Enzyme,Dihydroorotate dehydrogenase inhibitor
TERIPARATIDE,"['Bonsity' 'Forsteo' 'Forteo' 'Kauliv' 'Livogiva' 'Movymia' 'Qutavina'
 'Sondelbay' 'Teriparatide sun' 'Terrosa']",Protein,"osteoporosis, postmenopausal osteoporosis",Parathyroid hormone/parathyroid hormone-related peptide receptor,PTH1R,Membrane receptor,Parathyroid hormone receptor agonist
TERLIPRESSIN,['Terlivaz' 'Variquel'],Protein,"Renal insufficiency, hepatorenal syndrome","Vasopressin V1 receptor, Vasopressin V2 receptor","AVPR1A, AVPR1B, AVPR2",Membrane receptor,"Vasopressin V1 receptor binding agent, Vasopressin V2 receptor binding agent"
TERODILINE,[],Small molecule,"Polyuria, Urinary incontinence","Muscarinic acetylcholine receptor, Voltage-gated calcium channel","CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1E, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNA2D1, CACNA2D2, CACNA2D3, CACNA2D4, CACNB1, CACNB2, CACNB3, CACNB4, CACNG1, CACNG2, CACNG3, CACNG4, CACNG5, CACNG6, CACNG7, CACNG8, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5","Auxiliary transport protein, Ion channel, Membrane receptor","Muscarinic acetylcholine receptor antagonist, Voltage-gated calcium channel blocker"
TESAMORELIN ACETATE,[],Protein,HIV-Associated Lipodystrophy Syndrome,Growth hormone-releasing hormone receptor,GHRHR,Membrane receptor,Growth hormone-releasing hormone receptor agonist
TESTOSTERONE,"['Androderm' 'Androgel' 'Androgel 1%' 'Andropatch' 'Axiron' 'Fortesta'
 'Intrinsa' 'Livensa' 'Natesto' 'Striant' 'Striant sr' 'Testim'
 'Testim 1%' 'Testoderm' 'Testoderm tts' 'Testogel' 'Testopatch'
 'Testopel' 'Testoral' 'Testosterone' 'Tostran' 'Vogelxo']",Small molecule,"Hypogonadotropic hypogonadism, Klinefelter's syndrome, hypogonadism, hypogonadotropic hypogonadism, neoplasm, orchitis, sexual dysfunction",Androgen receptor,AR,Transcription factor,Androgen Receptor agonist
TESTOSTERONE CYPIONATE,"['Andro-cyp' 'Azmiro' 'Depo-testosterone' 'Depotest'
 'Testosterone cypionate'
 'Testosterone cypionate component of depo-testadiol']",Small molecule,"hypogonadism, neoplasm, orchitis",Androgen receptor,AR,Transcription factor,Androgen Receptor agonist
TESTOSTERONE ENANTHATE,"['Delatestryl' 'Primoteston depot' 'Testosterone enanthate'
 'Testosterone enanthate component of ditate-ds' 'Xyosted (autoinjector)']",Small molecule,"Hypogonadotropic hypogonadism, hypogonadism, neoplasm, orchitis",Androgen receptor,AR,Transcription factor,Androgen Receptor agonist
TESTOSTERONE UNDECANOATE,"['Andriol' 'Aveed' 'Jatenzo' 'Kyzatrex' 'Nebido' 'Restandol'
 'Restandol testocap' 'Tlando' 'Undestor']",Small molecule,"Klinefelter's syndrome, hypogonadism, hypogonadotropic hypogonadism, neoplasm, orchitis",Androgen receptor,AR,Transcription factor,Androgen Receptor agonist
TETRABENAZINE,['Nitoman' 'Revocon' 'Tetmodis' 'Tetrabenazine' 'Xenazine' 'Xenazine 25'],Small molecule,"Huntington disease, chorea",Synaptic vesicular amine transporter,SLC18A2,Transporter,Synaptic vesicular amine transporter inhibitor
TETRACAINE,"['Ametop' 'Dicaine' 'Tetracaine component of pliaglis'
 'Tetracaine component of synera']",Small molecule,"Pain, Pruritus, hemorrhoid",Sodium channel alpha subunit,"SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A","Ion channel, Unclassified protein",Sodium channel alpha subunit blocker
TETRAHYDROZOLINE,[],Small molecule,"Nasal congestion, eye allergy",Adrenergic receptor alpha,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C",Membrane receptor,Adrenergic receptor alpha agonist
TEZACAFTOR,['Tezacaftor component of symkevi' 'Tezacaftor component of trikafta'],Small molecule,cystic fibrosis,Cystic fibrosis transmembrane conductance regulator,CFTR,"Ion channel, Unclassified protein",Cystic fibrosis transmembrane conductance regulator positive modulator
TEZEPELUMAB,['Tezspire'],Antibody,"Airway obstruction, asthma",Thymic stromal lymphopoietin,TSLP,Secreted protein,Thymic stromal lymphopoietin inhibitor
THALIDOMIDE,"['Kevadon' 'Talidex' 'Thalidomide bms (previously thalidomide celgene)'
 'Thalidomide lipomed' 'Thalomid']",Small molecule,"immune system disease, multiple myeloma",CRL4(CRBN) E3 ubiquitin ligase,"CRBN, CUL4A, DDB1, RBX1","Enzyme, Epigenetic regulator, Membrane receptor, Other nuclear protein, Structural protein, Transcription factor, Unclassified protein",CRL4(CRBN) E3 ubiquitin ligase inhibitor
THENALIDINE,[],Small molecule,"Pruritus, allergic disease",Histamine H1 receptor,HRH1,Membrane receptor,Histamine H1 receptor antagonist
THIETHYLPERAZINE,[],Small molecule,allergic disease,D(2) dopamine receptor,DRD2,Membrane receptor,Dopamine D2 receptor antagonist
THIOGUANINE,['Lanvis' 'Tabloid' 'Thioguanine'],Small molecule,neoplasm,Inosine-5'-monophosphate dehydrogenase (IMPDH),"IMPDH1, IMPDH2",Enzyme,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor
THIORIDAZINE,['Mellaril-s' 'Melleril' 'Rideril'],Small molecule,psychosis,"5-hydroxytryptamine receptor 2A, 5-hydroxytryptamine receptor 2C, D2-like dopamine receptor","DRD2, DRD3, DRD4, HTR2A, HTR2C",Membrane receptor,"D2-like dopamine receptor antagonist, Serotonin 2a (5-HT2a) receptor antagonist, Serotonin 2c (5-HT2c) receptor antagonist"
THIOTHIXENE,['Navane' 'Orbinamon' 'Thiothixene'],Small molecule,"psychosis, schizophrenia","5-hydroxytryptamine receptor 2A, D(2) dopamine receptor","DRD2, HTR2A",Membrane receptor,"Dopamine D2 receptor antagonist, Serotonin 2a (5-HT2a) receptor antagonist"
THYROTROPIN ALFA,['Thyrogen'],Protein,"thyroid cancer, thyroid carcinoma, thyroid neoplasm",Thyrotropin receptor,TSHR,Membrane receptor,Thyroid stimulating hormone receptor agonist
TIAGABINE,['Gabitril'],Small molecule,epilepsy,Sodium- and chloride-dependent GABA transporter 1,SLC6A1,Transporter,GABA transporter 1 inhibitor
TIAGABINE HYDROCHLORIDE,['Gabitril' 'Tiagabine hydrochloride'],Small molecule,Seizure,Sodium- and chloride-dependent GABA transporter 1,SLC6A1,Transporter,GABA transporter 1 inhibitor
TICAGRELOR,['Brilinta' 'Brilique' 'Possia'],Small molecule,"Recurrent thrombophlebitis, acute coronary syndrome, acute myocardial infarction, coronary artery disease, myocardial infarction, peripheral vascular disease, stroke, thrombotic disease, type 2 diabetes mellitus",P2Y purinoceptor 12,P2RY12,Membrane receptor,Purinergic receptor P2Y12 negative allosteric modulator
TICLOPIDINE,[],Small molecule,Recurrent thrombophlebitis,P2Y purinoceptor 12,P2RY12,Membrane receptor,Purinergic receptor P2Y12 antagonist
TICLOPIDINE HYDROCHLORIDE,['Ticlid' 'Ticlopidine hydrochloride' 'Tiklid'],Small molecule,"stroke, thrombotic disease",P2Y purinoceptor 12,P2RY12,Membrane receptor,Purinergic receptor P2Y12 antagonist
TILDRAKIZUMAB,['Ilumetri' 'Ilumya'],Antibody,"immune system disease, psoriasis, psoriasis vulgaris",Interleukin-23,IL23A,Secreted protein,Interleukin-23 inhibitor
TIMOLOL,"['Betim' 'Betimol' 'Blocadren' 'Glau-opt' 'Glaucol' 'Nyogel' 'Timolol'
 'Tiopex']",Small molecule,"cardiovascular disease, glaucoma, ocular hypertension, open-angle glaucoma","Beta-1 adrenergic receptor, Beta-2 adrenergic receptor","ADRB1, ADRB2",Membrane receptor,"Beta-1 adrenergic receptor antagonist, Beta-2 adrenergic receptor antagonist"
TIMOLOL MALEATE,"['Blocadren' 'Istalol' 'Timolol maleate'
 'Timolol maleate component of combigan'
 'Timolol maleate component of cosopt'
 'Timolol maleate component of duotrav'
 'Timolol maleate component of ganfort'
 'Timolol maleate component of xalacom' 'Timoptic' 'Timoptic in ocudose'
 'Timoptic xe' 'Timoptic-xe']",Small molecule,"glaucoma, ocular hypertension, open-angle glaucoma","Beta-1 adrenergic receptor, Beta-2 adrenergic receptor","ADRB1, ADRB2",Membrane receptor,"Beta-1 adrenergic receptor antagonist, Beta-2 adrenergic receptor antagonist"
TINZAPARIN SODIUM,['Innohep' 'Logiparin'],Oligosaccharide,"Recurrent thrombophlebitis, deep vein thrombosis",Antithrombin-III,SERPINC1,Secreted protein,Antithrombin-III activator
TIOTROPIUM BROMIDE,['Braltus' 'Spiriva' 'Spiriva respimat'],Small molecule,"Airway obstruction, asthma, chronic bronchitis, chronic obstructive pulmonary disease, emphysema",Muscarinic acetylcholine receptor M3,CHRM3,Membrane receptor,Muscarinic acetylcholine receptor M3 antagonist
TIPIRACIL HYDROCHLORIDE,"['Tipiracil hydrochloride component of lonsurf'
 'Tipiracil hydrochloride component of s-95005'
 'Tipiracil hydrochloride component of tas-102']",Small molecule,colorectal adenocarcinoma,Thymidine phosphorylase,TYMP,Enzyme,Thymidine phosphorylase inhibitor
TIRBANIBULIN,['Klisyri'],Small molecule,actinic keratosis,Proto-oncogene tyrosine-protein kinase Src,SRC,"Enzyme, Unclassified protein",Tyrosine-protein kinase SRC inhibitor
TIROFIBAN,[],Small molecule,Recurrent thrombophlebitis,Integrin alpha-IIb/beta-3,"ITGA2B, ITGB3",Membrane receptor,Integrin alpha-IIb/beta-3 inhibitor
TIROFIBAN HYDROCHLORIDE,['Aggrastat'],Small molecule,myocardial infarction,Integrin alpha-IIb/beta-3,"ITGA2B, ITGB3",Membrane receptor,Integrin alpha-IIb/beta-3 inhibitor
TIRZEPATIDE,['Mounjaro' 'Mounjaro (autoinjector)' 'Zepbound' 'Zepbound (autoinjector)'],Protein,"diabetes mellitus, obesity, type 2 diabetes mellitus","Gastric inhibitory polypeptide receptor, Glucagon-like peptide 1 receptor","GIPR, GLP1R",Membrane receptor,"Gastric inhibitory polypeptide receptor agonist, Glucagon-like peptide 1 receptor agonist"
TISAGENLECLEUCEL,['Kymriah'],Cell,"B-cell acute lymphoblastic leukemia, diffuse large B-cell lymphoma",B-lymphocyte antigen CD19,CD19,Surface antigen,B-lymphocyte antigen CD19 binding agent
TISLELIZUMAB,['Tevimbra' 'Tizveni'],Antibody,"esophageal squamous cell carcinoma, neoplasm, non-small cell lung carcinoma",Programmed cell death protein 1,PDCD1,Surface antigen,Programmed cell death protein 1 inhibitor
TISOTUMAB VEDOTIN,['Tivdak'],Antibody drug conjugate,"cervical cancer, neoplasm","Tissue factor, Tubulin","F3, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8","Membrane receptor, Structural protein, Surface antigen, Unclassified protein","Coagulation factor III binding agent, Tubulin inhibitor"
TIVOZANIB HYDROCHLORIDE,['Fotivda'],Small molecule,renal cell carcinoma,"Mast/stem cell growth factor receptor Kit, Platelet-derived growth factor receptor beta, Vascular endothelial growth factor receptor","FLT1, FLT4, KDR, KIT, PDGFRB","Enzyme, Secreted protein, Unclassified protein","Platelet-derived growth factor receptor beta inhibitor, Stem cell growth factor receptor inhibitor, Vascular endothelial growth factor receptor inhibitor"
TIZANIDINE HYDROCHLORIDE,['Sirdalud' 'Sirdalud mr' 'Tizanidine hydrochloride' 'Zanaflex'],Small molecule,Spasticity,Adrenergic receptor alpha-2,"ADRA2A, ADRA2B, ADRA2C",Membrane receptor,Adrenergic receptor alpha-2 agonist
TOCAINIDE,[],Small molecule,cardiac arrhythmia,Sodium channel alpha subunit,"SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A","Ion channel, Unclassified protein",Sodium channel alpha subunit blocker
TOCILIZUMAB,['Actemra roactemra' 'Roactemra' 'Tofidence' 'Tyenne'],Antibody,"COVID-19, immune system disease, juvenile idiopathic arthritis, rheumatoid arthritis, systemic scleroderma, temporal arteritis",Interleukin-6 receptor subunit alpha,IL6R,Secreted protein,Interleukin-6 receptor alpha subunit inhibitor
TOFACITINIB CITRATE,['Xeljanz' 'Xeljanz xr'],Small molecule,"psoriatic arthritis, rheumatoid arthritis",Janus Kinase (JAK),"JAK1, JAK2, JAK3, TYK2",Enzyme,Janus Kinase (JAK) inhibitor
TOFERSEN,['Qalsody'],Oligonucleotide,amyotrophic lateral sclerosis,SOD1 mRNA,SOD1,Enzyme,SOD1 mRNA antisense inhibitor
TOLAZAMIDE,['Tolazamide' 'Tolinase'],Small molecule,"diabetes mellitus, type 2 diabetes mellitus","Sulfonylurea receptor 1, Kir6.2","ABCC8, KCNJ11","Ion channel, Transporter","Sulfonylurea receptor 1, Kir6.2 blocker"
TOLAZOLINE,[],Small molecule,"Arthralgia, Myalgia, cardiovascular disease","Adrenergic receptor alpha, Histamine H1 receptor, Histamine H2 receptor","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, HRH1, HRH2",Membrane receptor,"Adrenergic receptor alpha antagonist, Histamine H1 receptor agonist, Histamine H2 receptor agonist"
TOLBUTAMIDE,['Glyconon' 'Orinase' 'Pramidex' 'Rastinon' 'Tolbutamide'],Small molecule,"diabetes mellitus, type 2 diabetes mellitus","Sulfonylurea receptor 1, Kir6.2","ABCC8, KCNJ11","Ion channel, Transporter","Sulfonylurea receptor 1, Kir6.2 blocker"
TOLCAPONE,['Tasmar' 'Tolcapone'],Small molecule,"Hepatic failure, Parkinson disease",Catechol O-methyltransferase,COMT,Enzyme,Catechol O-methyltransferase inhibitor
TOLMETIN,[],Small molecule,"Arthralgia, Myalgia, rheumatic disease",Cyclooxygenase,"PTGS1, PTGS2",Enzyme,Cyclooxygenase inhibitor
TOLMETIN SODIUM,['Tolectin' 'Tolectin 600' 'Tolectin ds' 'Tolmetin sodium'],Small molecule,"osteoarthritis, rheumatoid arthritis",Cyclooxygenase,"PTGS1, PTGS2",Enzyme,Cyclooxygenase inhibitor
TOLRESTAT,['Alderase' 'Alredase'],Small molecule,diabetes mellitus,Aldo-keto reductase family 1 member B1,AKR1B1,Enzyme,Aldose reductase inhibitor
TOLTERODINE,"['Blerone xl' 'Detrusitol' 'Detrusitol xl' 'Efflosomyl xl' 'Inconex xl'
 'Mariosea xl' 'Neditol xl' 'Preblacon xl' 'Santizor xl']",Small molecule,"Polyuria, Urinary incontinence","Muscarinic acetylcholine receptor M2, Muscarinic acetylcholine receptor M3","CHRM2, CHRM3",Membrane receptor,"Muscarinic acetylcholine receptor M2 antagonist, Muscarinic acetylcholine receptor M3 antagonist"
TOLTERODINE TARTRATE,['Detrol' 'Detrol la' 'Tolterodine tartrate'],Small molecule,"overactive bladder, urgency urinary incontinence","Muscarinic acetylcholine receptor M2, Muscarinic acetylcholine receptor M3","CHRM2, CHRM3",Membrane receptor,"Muscarinic acetylcholine receptor M2 antagonist, Muscarinic acetylcholine receptor M3 antagonist"
